source,label,participant,clip,total_frames,hand_frames,hand_rate,duration_s,flat_frac,centroid_z,flags,npz
aslcitizen,PLEASE,P15,8449958018804076-PLEASE,106,38,0.358,3.53,0.0,-1.21,LOW_HAND_RATE,test__PLEASE__P15__8449958018804076-PLEASE.npz
aslcitizen,WHAT,P40,576125539435921-WHAT 1,95,34,0.358,3.17,0.0,-0.19,LOW_HAND_RATE,train__WHAT__P40__576125539435921-WHAT 1.npz
aslcitizen,HELLO,P47,8364377695946923-HELLO,78,28,0.359,2.91,0.0,-0.45,LOW_HAND_RATE,test__HELLO__P47__8364377695946923-HELLO.npz
aslcitizen,SORRY,P48,9645970507449169-SORRY,92,33,0.359,3.07,0.0,-0.43,LOW_HAND_RATE,test__SORRY__P48__9645970507449169-SORRY.npz
aslcitizen,WHAT,P18,8880006166221515-WHAT 2,64,23,0.359,2.56,0.077,-0.07,LOW_HAND_RATE,test__WHAT__P18__8880006166221515-WHAT 2.npz
aslcitizen,YES,P47,41279108584600577-YES,92,33,0.359,2.97,0.0,-0.32,LOW_HAND_RATE,test__YES__P47__41279108584600577-YES.npz
aslcitizen,MORE,P30,6684303463308252-MORE,86,31,0.36,2.84,0.0,-0.57,LOW_HAND_RATE,train__MORE__P30__6684303463308252-MORE.npz
aslcitizen,WHERE,P22,41673665309194896-WHERE,36,13,0.361,1.2,0.0,0.1,LOW_HAND_RATE,test__WHERE__P22__41673665309194896-WHERE.npz
aslcitizen,WHY,P9,1861131167759893-WHY,83,30,0.361,2.77,0.0,-0.61,LOW_HAND_RATE,test__WHY__P9__1861131167759893-WHY.npz
aslcitizen,EAT,P7,3407129339550383-EAT,61,22,0.361,2.01,0.0,0.23,LOW_HAND_RATE,train__EAT__P7__3407129339550383-EAT.npz
aslcitizen,SICK,P33,6022729155127093-SICK,158,57,0.361,5.27,0.0,-0.36,LOW_HAND_RATE,train__SICK__P33__6022729155127093-SICK.npz
aslcitizen,WHAT,P37,8405493387581946-WHAT 2,83,30,0.361,2.77,0.0,-0.25,LOW_HAND_RATE,train__WHAT__P37__8405493387581946-WHAT 2.npz
aslcitizen,DEAF,P15,7832073715070595-DEAF 2,160,58,0.362,5.34,0.0,-0.03,LOW_HAND_RATE,test__DEAF__P15__7832073715070595-DEAF 2.npz
aslcitizen,NO,P47,5278795760893484-NO,69,25,0.362,2.83,0.0,-1.03,LOW_HAND_RATE,test__NO__P47__5278795760893484-NO.npz
aslcitizen,NAME,P31,7743830371689544-NAME,80,29,0.362,2.67,0.0,0.13,LOW_HAND_RATE,train__NAME__P31__7743830371689544-NAME.npz
aslcitizen,WHAT,P11,9731388047096738-WHAT 1,47,17,0.362,1.57,0.0,-0.18,LOW_HAND_RATE,train__WHAT__P11__9731388047096738-WHAT 1.npz
aslcitizen,HOW,P33,6445699135022072-HOW,135,49,0.363,4.5,0.0,-0.04,LOW_HAND_RATE,train__HOW__P33__6445699135022072-HOW.npz
aslcitizen,HOW,P39,026060585634413602-HOW 2,102,37,0.363,3.4,0.0,2.06,LOW_HAND_RATE,val__HOW__P39__026060585634413602-HOW 2.npz
aslcitizen,BATHROOM,P18,6681560918281026-BATHROOM,55,20,0.364,2.2,0.0,-0.54,LOW_HAND_RATE,test__BATHROOM__P18__6681560918281026-BATHROOM.npz
aslcitizen,NO,P22,6645554412949413-NO,33,12,0.364,1.1,0.0,0.53,LOW_HAND_RATE,test__NO__P22__6645554412949413-NO.npz
aslcitizen,DRINK,P11,980212048263337-DRINK,55,20,0.364,1.84,0.0,-0.74,LOW_HAND_RATE,train__DRINK__P11__980212048263337-DRINK.npz
aslcitizen,MORE,P37,7168321371853796-MORE,55,20,0.364,1.84,0.0,-0.5,LOW_HAND_RATE,train__MORE__P37__7168321371853796-MORE.npz
aslcitizen,BATHROOM,P21,2363946724780117-BATHROOM,55,20,0.364,1.83,0.0,0.8,LOW_HAND_RATE,val__BATHROOM__P21__2363946724780117-BATHROOM.npz
aslcitizen,UNDERSTAND,P18,6762437534373142-UNDERSTAND,63,23,0.365,2.52,0.0,-0.25,LOW_HAND_RATE,test__UNDERSTAND__P18__6762437534373142-UNDERSTAND.npz
aslcitizen,WHY,P9,5584013314005547-WHY,104,38,0.365,3.43,0.0,-0.22,LOW_HAND_RATE,test__WHY__P9__5584013314005547-WHY.npz
aslcitizen,UNDERSTAND,P21,8071758688201891-UNDERSTAND,52,19,0.365,1.7,0.0,2.35,LOW_HAND_RATE,val__UNDERSTAND__P21__8071758688201891-UNDERSTAND.npz
aslcitizen,DRINK,P22,2505702369833467-DRINK,41,15,0.366,1.37,0.0,-0.14,LOW_HAND_RATE,test__DRINK__P22__2505702369833467-DRINK.npz
aslcitizen,DEAF,P7,4153430361974173-DEAF,71,26,0.366,2.34,0.0,-0.43,LOW_HAND_RATE,train__DEAF__P7__4153430361974173-DEAF.npz
aslcitizen,HOW,P11,2861187051971712-HOW,71,26,0.366,2.37,0.0,-0.67,LOW_HAND_RATE,train__HOW__P11__2861187051971712-HOW.npz
aslcitizen,NAME,P40,45850991964011034-NAME,101,37,0.366,3.33,0.0,0.4,LOW_HAND_RATE,train__NAME__P40__45850991964011034-NAME.npz
aslcitizen,DEAF,P15,7728056611070833-DEAF,79,29,0.367,2.58,0.0,-0.2,LOW_HAND_RATE,test__DEAF__P15__7728056611070833-DEAF.npz
aslcitizen,EAT,P35,4524158338314277-EAT,49,18,0.367,1.64,0.0,-0.64,LOW_HAND_RATE,test__EAT__P35__4524158338314277-EAT.npz
aslcitizen,PAIN,P36,0061254309383598216-PAIN,60,22,0.367,1.97,0.0,-0.43,LOW_HAND_RATE,train__PAIN__P36__0061254309383598216-PAIN.npz
aslcitizen,WHAT,P37,5156462562582522-WHAT 1,60,22,0.367,2.0,0.0,-0.31,LOW_HAND_RATE,train__WHAT__P37__5156462562582522-WHAT 1.npz
aslcitizen,YES,P50,7199140986089654-YES,79,29,0.367,2.63,0.0,-0.36,LOW_HAND_RATE,train__YES__P50__7199140986089654-YES.npz
aslcitizen,WHY,P6,36979047566586587-WHY,38,14,0.368,1.27,0.0,0.0,LOW_HAND_RATE,test__WHY__P6__36979047566586587-WHY.npz
aslcitizen,HOW,P52,16924808086665677-seedHOW 2,87,32,0.368,2.87,0.0,-0.75,LOW_HAND_RATE,train__HOW__P52__16924808086665677-seedHOW 2.npz
aslcitizen,STOP,P37,6529230226346452-STOP,57,21,0.368,1.9,0.0,-0.15,LOW_HAND_RATE,train__STOP__P37__6529230226346452-STOP.npz
aslcitizen,WHO,P36,18521627111046346-WHO,68,25,0.368,2.27,0.0,-0.96,LOW_HAND_RATE,train__WHO__P36__18521627111046346-WHO.npz
aslcitizen,PAIN,P7,653467965832647-PAIN,84,31,0.369,2.77,0.0,-0.45,LOW_HAND_RATE,train__PAIN__P7__653467965832647-PAIN.npz
aslcitizen,WATER,P7,7449721965435019-WATER,65,24,0.369,2.12,0.0,-0.33,LOW_HAND_RATE,train__WATER__P7__7449721965435019-WATER.npz
aslcitizen,WHAT,P39,37186838838285174-WHAT 1,119,44,0.37,3.97,0.0,-0.27,LOW_HAND_RATE,val__WHAT__P39__37186838838285174-WHAT 1.npz
aslcitizen,EAT,P22,5035301373430681-EAT,35,13,0.371,1.17,0.0,0.12,LOW_HAND_RATE,test__EAT__P22__5035301373430681-EAT.npz
aslcitizen,HOW,P31,9421879642468542-HOW 2,89,33,0.371,2.97,0.0,-0.42,LOW_HAND_RATE,train__HOW__P31__9421879642468542-HOW 2.npz
aslcitizen,HUNGRY,P4,25239341433776796-HUNGRY,97,36,0.371,3.34,0.0,0.62,LOW_HAND_RATE,train__HUNGRY__P4__25239341433776796-HUNGRY.npz
aslcitizen,NAME,P47,418905208580302-NAME,94,35,0.372,3.14,0.0,-0.84,LOW_HAND_RATE,test__NAME__P47__418905208580302-NAME.npz
aslcitizen,WHY,P35,576863051440268-WHY,86,32,0.372,2.87,0.0,-0.42,LOW_HAND_RATE,test__WHY__P35__576863051440268-WHY.npz
aslcitizen,HOW,P23,4491594387505147-HOW 2,78,29,0.372,2.61,0.0,-0.92,LOW_HAND_RATE,train__HOW__P23__4491594387505147-HOW 2.npz
aslcitizen,NO,P31,01379619951634381-NO,86,32,0.372,2.87,0.0,-1.07,LOW_HAND_RATE,train__NO__P31__01379619951634381-NO.npz
aslcitizen,HELP,P29,9483688560737478-HELP,51,19,0.373,1.7,0.0,-0.33,LOW_HAND_RATE,train__HELP__P29__9483688560737478-HELP.npz
aslcitizen,HOW,P50,3119997663932217-HOW,67,25,0.373,2.23,0.0,-0.3,LOW_HAND_RATE,train__HOW__P50__3119997663932217-HOW.npz
wlasl,SICK,WLASL_63,51501_17,102,38,0.373,3.4,0.0,-0.38,LOW_HAND_RATE,train__SICK__WLASL_63__wlasl_51501_17.npz
aslcitizen,DRINK,P26,37918472044314444-DRINK,51,19,0.373,1.67,0.0,-0.71,LOW_HAND_RATE,val__DRINK__P26__37918472044314444-DRINK.npz
aslcitizen,WATER,P21,414141284745577-WATER,51,19,0.373,1.7,0.0,-0.34,LOW_HAND_RATE,val__WATER__P21__414141284745577-WATER.npz
aslcitizen,PAIN,P15,5243643279901755-PAIN,91,34,0.374,3.03,0.0,-0.8,LOW_HAND_RATE,test__PAIN__P15__5243643279901755-PAIN.npz
aslcitizen,DEAF,P47,09902338777880337-DEAF,88,33,0.375,2.94,0.0,-0.49,LOW_HAND_RATE,test__DEAF__P47__09902338777880337-DEAF.npz
aslcitizen,DEAF,P47,5776702991642169-DEAF 2,96,36,0.375,3.09,0.0,-0.86,LOW_HAND_RATE,test__DEAF__P47__5776702991642169-DEAF 2.npz
aslcitizen,HOW,P47,25844912689873545-HOW 2,104,39,0.375,3.36,0.0,1.0,LOW_HAND_RATE,test__HOW__P47__25844912689873545-HOW 2.npz
aslcitizen,HURT,P49,45700493347203897-HURT,40,15,0.375,2.67,0.25,-0.27,LOW_HAND_RATE,test__HURT__P49__45700493347203897-HURT.npz
aslcitizen,WATER,P22,6252432727581858-WATER,40,15,0.375,1.33,0.0,0.05,LOW_HAND_RATE,test__WATER__P22__6252432727581858-WATER.npz
aslcitizen,WATER,P47,4408911106822304-WATER,96,36,0.375,3.19,0.0,-0.61,LOW_HAND_RATE,test__WATER__P47__4408911106822304-WATER.npz
aslcitizen,YES,P31,709429051156695-YES,93,35,0.376,3.1,0.0,-0.31,LOW_HAND_RATE,train__YES__P31__709429051156695-YES.npz
aslcitizen,NO,P14,370678413428154-NO,53,20,0.377,1.77,0.0,-0.99,LOW_HAND_RATE,train__NO__P14__370678413428154-NO.npz
aslcitizen,WHAT,P50,6121961685498369-WHAT 1,69,26,0.377,2.3,0.0,-0.28,LOW_HAND_RATE,train__WHAT__P50__6121961685498369-WHAT 1.npz
aslcitizen,WHY,P12,6220173213417262-WHY,53,20,0.377,1.73,0.0,0.04,LOW_HAND_RATE,val__WHY__P12__6220173213417262-WHY.npz
aslcitizen,NAME,P49,7157719195212653-NAME,37,14,0.378,2.47,0.25,-0.83,LOW_HAND_RATE,test__NAME__P49__7157719195212653-NAME.npz
aslcitizen,NAME,P6,5806721734598892-NAME,45,17,0.378,1.5,0.0,-0.91,LOW_HAND_RATE,test__NAME__P6__5806721734598892-NAME.npz
aslcitizen,HELP,P16,6967335705063062-HELP,90,34,0.378,3.0,0.0,1.95,LOW_HAND_RATE,train__HELP__P16__6967335705063062-HELP.npz
wlasl,NAME,WLASL_56,37580_7,74,28,0.378,2.47,0.0,0.63,LOW_HAND_RATE,train__NAME__WLASL_56__wlasl_37580_7.npz
aslcitizen,PAIN,P27,8956081644552207-PAIN,45,17,0.378,1.5,0.0,-0.21,LOW_HAND_RATE,train__PAIN__P27__8956081644552207-PAIN.npz
wlasl,PAIN,WLASL_0,40802_2,98,37,0.378,3.92,0.0,0.51,LOW_HAND_RATE,train__PAIN__WLASL_0__wlasl_40802_2.npz
aslcitizen,BYE,P21,8779944008396092-BYE,45,17,0.378,1.5,0.0,0.39,LOW_HAND_RATE,val__BYE__P21__8779944008396092-BYE.npz
aslcitizen,PLEASE,P39,6330094542104612-PLEASE,127,48,0.378,4.24,0.0,-0.55,LOW_HAND_RATE,val__PLEASE__P39__6330094542104612-PLEASE.npz
aslcitizen,INTERPRETER,P17,6751844870306702-INTERPRETER,103,39,0.379,3.43,0.0,0.87,LOW_HAND_RATE,test__INTERPRETER__P17__6751844870306702-INTERPRETER.npz
aslcitizen,HELP,P29,3557945550706938-HELP,66,25,0.379,2.2,0.0,-1.61,LOW_HAND_RATE,train__HELP__P29__3557945550706938-HELP.npz
aslcitizen,UNDERSTAND,P37,2999107393441156-UNDERSTAND,58,22,0.379,1.93,0.0,-1.07,LOW_HAND_RATE,train__UNDERSTAND__P37__2999107393441156-UNDERSTAND.npz
aslcitizen,DEAF,P22,4589398793876327-DEAF,50,19,0.38,1.67,0.0,-0.48,LOW_HAND_RATE,test__DEAF__P22__4589398793876327-DEAF.npz
aslcitizen,HOW,P51,2815065509240542-HOW 2,79,30,0.38,2.63,0.0,-0.22,LOW_HAND_RATE,train__HOW__P51__2815065509240542-HOW 2.npz
aslcitizen,MORE,P31,7213248453404937-MORE,100,38,0.38,3.33,0.0,0.18,LOW_HAND_RATE,train__MORE__P31__7213248453404937-MORE.npz
aslcitizen,EAT,P26,8779902440064791-EAT,71,27,0.38,2.37,0.0,-0.24,LOW_HAND_RATE,val__EAT__P26__8779902440064791-EAT.npz
aslcitizen,WHAT,P47,920513750448132-WHAT 1,105,40,0.381,3.5,0.0,0.33,LOW_HAND_RATE,test__WHAT__P47__920513750448132-WHAT 1.npz
aslcitizen,HURT,P11,39916997099175644-HURT,42,16,0.381,1.4,0.0,0.4,LOW_HAND_RATE,train__HURT__P11__39916997099175644-HURT.npz
aslcitizen,NAME,P7,20739960328931106-NAME,63,24,0.381,2.07,0.0,-0.99,LOW_HAND_RATE,train__NAME__P7__20739960328931106-NAME.npz
aslcitizen,PLEASE,P33,44272136216354463-PLEASE,155,59,0.381,5.17,0.0,-1.18,LOW_HAND_RATE,train__PLEASE__P33__44272136216354463-PLEASE.npz
aslcitizen,WHY,P30,17485211510665932-WHY,84,32,0.381,2.81,0.059,-0.76,LOW_HAND_RATE,train__WHY__P30__17485211510665932-WHY.npz
aslcitizen,BYE,P18,31198466578073125-BYE,55,21,0.382,2.2,0.0,-0.72,LOW_HAND_RATE,test__BYE__P18__31198466578073125-BYE.npz
aslcitizen,UNDERSTAND,P15,9663239092789866-UNDERSTAND,76,29,0.382,2.53,0.0,-1.05,LOW_HAND_RATE,test__UNDERSTAND__P15__9663239092789866-UNDERSTAND.npz
aslcitizen,HURT,P50,5570536346951789-HURT,68,26,0.382,2.27,0.0,-0.12,LOW_HAND_RATE,train__HURT__P50__5570536346951789-HURT.npz
aslcitizen,WHY,P16,7317136659517625-WHY,55,21,0.382,1.83,0.0,0.16,LOW_HAND_RATE,train__WHY__P16__7317136659517625-WHY.npz
aslcitizen,UNDERSTAND,P12,9717361996927067-UNDERSTAND,68,26,0.382,2.27,0.0,0.34,LOW_HAND_RATE,val__UNDERSTAND__P12__9717361996927067-UNDERSTAND.npz
aslcitizen,BATHROOM,P47,930783877982531-BATHROOM,73,28,0.384,3.1,0.0,-0.3,LOW_HAND_RATE,test__BATHROOM__P47__930783877982531-BATHROOM.npz
aslcitizen,PLEASE,P9,583219774394824-PLEASE,125,48,0.384,4.17,0.0,0.39,LOW_HAND_RATE,test__PLEASE__P9__583219774394824-PLEASE.npz
aslcitizen,THANKYOU,P27,6528064521146906-THANK YOU,73,28,0.384,2.43,0.0,-0.65,LOW_HAND_RATE,train__THANKYOU__P27__6528064521146906-THANK YOU.npz
aslcitizen,DEAF,P22,34347944802774855-DEAF 2,39,15,0.385,1.3,0.0,-0.85,LOW_HAND_RATE,test__DEAF__P22__34347944802774855-DEAF 2.npz
aslcitizen,MORE,P15,23625275644196408-MORE,96,37,0.385,3.2,0.0,-0.48,LOW_HAND_RATE,test__MORE__P15__23625275644196408-MORE.npz
aslcitizen,PLEASE,P47,6936039479099299-PLEASE,91,35,0.385,3.68,0.0,-1.3,LOW_HAND_RATE,test__PLEASE__P47__6936039479099299-PLEASE.npz
wlasl,DRINK,WLASL_2,17709_27,104,40,0.385,4.16,0.0,-0.21,LOW_HAND_RATE,train__DRINK__WLASL_2__wlasl_17709_27.npz
aslcitizen,WAIT,P14,7743737332850424-WAIT,52,20,0.385,1.69,0.0,-0.49,LOW_HAND_RATE,train__WAIT__P14__7743737332850424-WAIT.npz
wlasl,WATER,WLASL_36,62501_15,65,25,0.385,2.17,0.0,2.04,LOW_HAND_RATE,train__WATER__WLASL_36__wlasl_62501_15.npz
aslcitizen,NAME,P21,6442814975743945-NAME,52,20,0.385,1.7,0.0,0.85,LOW_HAND_RATE,val__NAME__P21__6442814975743945-NAME.npz
aslcitizen,HELLO,P9,5018242902938022-HELLO,83,32,0.386,2.77,0.0,-0.77,LOW_HAND_RATE,test__HELLO__P9__5018242902938022-HELLO.npz
aslcitizen,HUNGRY,P48,6826458140252678-HUNGRY,70,27,0.386,2.33,0.0,-0.88,LOW_HAND_RATE,test__HUNGRY__P48__6826458140252678-HUNGRY.npz
aslcitizen,WAIT,P15,431834858238225-WAIT,70,27,0.386,2.33,0.0,-0.58,LOW_HAND_RATE,test__WAIT__P15__431834858238225-WAIT.npz
aslcitizen,WHERE,P9,12174913678763644-WHERE,88,34,0.386,2.93,0.0,1.96,LOW_HAND_RATE,test__WHERE__P9__12174913678763644-WHERE.npz
aslcitizen,WHO,P9,6339230507709075-WHO,88,34,0.386,2.93,0.0,-0.57,LOW_HAND_RATE,test__WHO__P9__6339230507709075-WHO.npz
aslcitizen,SICK,P50,2393498289810021-SICK,70,27,0.386,2.33,0.0,-0.46,LOW_HAND_RATE,train__SICK__P50__2393498289810021-SICK.npz
aslcitizen,SORRY,P29,1636390875008531-SORRY,44,17,0.386,1.47,0.0,-0.9,LOW_HAND_RATE,train__SORRY__P29__1636390875008531-SORRY.npz
aslcitizen,WAIT,P37,0863524332460317-WAIT,57,22,0.386,1.9,0.0,-0.52,LOW_HAND_RATE,train__WAIT__P37__0863524332460317-WAIT.npz
aslcitizen,NAME,P12,5439490417710435-NAME,57,22,0.386,1.9,0.0,-0.3,LOW_HAND_RATE,val__NAME__P12__5439490417710435-NAME.npz
aslcitizen,BYE,P48,6825474983576931-BYE,62,24,0.387,2.07,0.0,-0.51,LOW_HAND_RATE,test__BYE__P48__6825474983576931-BYE.npz
aslcitizen,WHO,P6,6257839200605431-WHO,31,12,0.387,1.24,0.0,0.61,LOW_HAND_RATE,test__WHO__P6__6257839200605431-WHO.npz
aslcitizen,YES,P35,029563612799205163-YES,75,29,0.387,2.46,0.0,-0.22,LOW_HAND_RATE,test__YES__P35__029563612799205163-YES.npz
aslcitizen,EAT,P5,744008724339543-EAT,75,29,0.387,2.5,0.0,0.12,LOW_HAND_RATE,val__EAT__P5__744008724339543-EAT.npz
aslcitizen,HUNGRY,P26,8727936955185542-HUNGRY,75,29,0.387,2.5,0.0,0.14,LOW_HAND_RATE,val__HUNGRY__P26__8727936955185542-HUNGRY.npz
aslcitizen,DRINK,P48,30737382105404953-DRINK 2,80,31,0.388,2.67,0.0,-0.56,LOW_HAND_RATE,test__DRINK__P48__30737382105404953-DRINK 2.npz
aslcitizen,WHO,P7,044977332478077336-WHO,80,31,0.388,2.64,0.0,-0.87,LOW_HAND_RATE,train__WHO__P7__044977332478077336-WHO.npz
aslcitizen,WHAT,P21,11792300756428031-WHAT 1,67,26,0.388,2.23,0.0,0.12,LOW_HAND_RATE,val__WHAT__P21__11792300756428031-WHAT 1.npz
aslcitizen,WHERE,P21,34697989347891944-WHERE,49,19,0.388,1.63,0.0,0.89,LOW_HAND_RATE,val__WHERE__P21__34697989347891944-WHERE.npz
aslcitizen,UNDERSTAND,P6,6191415507296982-UNDERSTAND,36,14,0.389,1.2,0.0,0.34,LOW_HAND_RATE,test__UNDERSTAND__P6__6191415507296982-UNDERSTAND.npz
aslcitizen,WAIT,P15,8607947465067156-WAIT,162,63,0.389,5.4,0.0,2.99,LOW_HAND_RATE,test__WAIT__P15__8607947465067156-WAIT.npz
aslcitizen,INTERPRETER,P33,6791230255732652-INTERPRETER,144,56,0.389,4.8,0.0,-0.46,LOW_HAND_RATE,train__INTERPRETER__P33__6791230255732652-INTERPRETER.npz
aslcitizen,INTERPRETER,P34,7296170224092156-INTERPRETER,90,35,0.389,2.96,0.0,-0.23,LOW_HAND_RATE,train__INTERPRETER__P34__7296170224092156-INTERPRETER.npz
aslcitizen,WHAT,P37,2833503746558905-WHAT 2,54,21,0.389,1.8,0.0,-0.23,LOW_HAND_RATE,train__WHAT__P37__2833503746558905-WHAT 2.npz
aslcitizen,DEAF,P17,16303248408815674-DEAF 2,77,30,0.39,2.52,0.0,1.71,LOW_HAND_RATE,test__DEAF__P17__16303248408815674-DEAF 2.npz
aslcitizen,HELP,P48,7353034835882497-HELP,82,32,0.39,2.73,0.0,0.32,LOW_HAND_RATE,test__HELP__P48__7353034835882497-HELP.npz
aslcitizen,SICK,P47,15552261128903067-SICK,77,30,0.39,2.84,0.0,-0.24,LOW_HAND_RATE,test__SICK__P47__15552261128903067-SICK.npz
aslcitizen,SORRY,P18,14951164356135682-SORRY,41,16,0.39,2.7,0.0,-0.92,LOW_HAND_RATE,test__SORRY__P18__14951164356135682-SORRY.npz
aslcitizen,WHAT,P35,45183491658287966-WHAT 1,59,23,0.39,1.97,0.0,-0.31,LOW_HAND_RATE,test__WHAT__P35__45183491658287966-WHAT 1.npz
aslcitizen,WHO,P15,1830009936727366-WHO,77,30,0.39,2.57,0.0,-0.55,LOW_HAND_RATE,test__WHO__P15__1830009936727366-WHO.npz
aslcitizen,EAT,P37,4589443576656864-EAT,41,16,0.39,1.37,0.0,-0.85,LOW_HAND_RATE,train__EAT__P37__4589443576656864-EAT.npz
aslcitizen,WHAT,P23,531692335723785-WHAT 2,82,32,0.39,2.74,0.0,-0.34,LOW_HAND_RATE,train__WHAT__P23__531692335723785-WHAT 2.npz
aslcitizen,WHAT,P39,873539016146136-WHAT 2,118,46,0.39,3.93,0.0,0.29,LOW_HAND_RATE,val__WHAT__P39__873539016146136-WHAT 2.npz
aslcitizen,EAT,P9,9520172548388828-EAT 2,92,36,0.391,3.03,0.0,1.4,LOW_HAND_RATE,test__EAT__P9__9520172548388828-EAT 2.npz
aslcitizen,BYE,P29,4327026387490418-BYE,110,43,0.391,3.67,0.0,0.2,LOW_HAND_RATE,train__BYE__P29__4327026387490418-BYE.npz
aslcitizen,SORRY,P39,6387762756061144-SORRY,133,52,0.391,4.43,0.0,-0.44,LOW_HAND_RATE,val__SORRY__P39__6387762756061144-SORRY.npz
aslcitizen,EAT,P37,3878260902223658-EAT,51,20,0.392,1.7,0.0,-1.02,LOW_HAND_RATE,train__EAT__P37__3878260902223658-EAT.npz
aslcitizen,HELP,P20,07603691172028904-HELP,79,31,0.392,2.63,0.0,-0.5,LOW_HAND_RATE,train__HELP__P20__07603691172028904-HELP.npz
aslcitizen,THANKYOU,P37,15769775934939156-THANK YOU,51,20,0.392,1.7,0.0,-0.92,LOW_HAND_RATE,train__THANKYOU__P37__15769775934939156-THANK YOU.npz
aslcitizen,WHERE,P31,9317687529080529-WHERE,74,29,0.392,2.47,0.0,-0.47,LOW_HAND_RATE,train__WHERE__P31__9317687529080529-WHERE.npz
aslcitizen,WHAT,P26,05608472883163529-WHAT 1,79,31,0.392,2.61,0.188,-0.13,LOW_HAND_RATE,val__WHAT__P26__05608472883163529-WHAT 1.npz
aslcitizen,STOP,P40,16617331553945736-STOP,84,33,0.393,2.8,0.0,-0.36,LOW_HAND_RATE,train__STOP__P40__16617331553945736-STOP.npz
aslcitizen,WATER,P33,19062537109661482-WATER,168,66,0.393,5.6,0.0,0.29,LOW_HAND_RATE,train__WATER__P33__19062537109661482-WATER.npz
aslcitizen,EAT,P9,008533489727754251-EAT,99,39,0.394,3.3,0.0,0.69,LOW_HAND_RATE,test__EAT__P9__008533489727754251-EAT.npz
aslcitizen,HOW,P48,8032623168123776-HOW,71,28,0.394,2.37,0.0,0.76,LOW_HAND_RATE,test__HOW__P48__8032623168123776-HOW.npz
aslcitizen,PAIN,P47,02676525194121826-PAIN,99,39,0.394,3.3,0.0,2.81,LOW_HAND_RATE,test__PAIN__P47__02676525194121826-PAIN.npz
aslcitizen,BYE,P31,516342335411355-BYE,66,26,0.394,2.21,0.0,-0.88,LOW_HAND_RATE,train__BYE__P31__516342335411355-BYE.npz
aslcitizen,SICK,P27,5994541369927644-SICK,43,17,0.395,1.43,0.0,-0.28,LOW_HAND_RATE,train__SICK__P27__5994541369927644-SICK.npz
aslcitizen,WHERE,P27,8969965061622676-WHERE,43,17,0.395,1.43,0.0,-1.09,LOW_HAND_RATE,train__WHERE__P27__8969965061622676-WHERE.npz
aslcitizen,HOW,P37,22306165813631562-HOW,48,19,0.396,1.6,0.0,0.12,LOW_HAND_RATE,train__HOW__P37__22306165813631562-HOW.npz
aslcitizen,WHAT,P52,43147199471175535-seedWHAT 2,101,40,0.396,3.31,0.0,-0.28,LOW_HAND_RATE,train__WHAT__P52__43147199471175535-seedWHAT 2.npz
aslcitizen,BATHROOM,P30,06597464427845212-BATHROOM,78,31,0.397,2.61,0.0,-0.64,LOW_HAND_RATE,train__BATHROOM__P30__06597464427845212-BATHROOM.npz
aslcitizen,WHERE,P50,17354191997018575-WHERE,68,27,0.397,2.27,0.0,0.64,LOW_HAND_RATE,train__WHERE__P50__17354191997018575-WHERE.npz
aslcitizen,YES,P34,16728596536749274-YES,73,29,0.397,2.44,0.0,-0.34,LOW_HAND_RATE,train__YES__P34__16728596536749274-YES.npz
aslcitizen,DEAF,P26,5601659028098682-DEAF,63,25,0.397,2.07,0.0,-0.49,LOW_HAND_RATE,val__DEAF__P26__5601659028098682-DEAF.npz
aslcitizen,YES,P52,6358167662084229-seedYES,88,35,0.398,2.87,0.0,-0.29,LOW_HAND_RATE,train__YES__P52__6358167662084229-seedYES.npz
aslcitizen,HURT,P17,45526766274740016-HURT,75,30,0.4,2.76,0.0,0.73,LOW_HAND_RATE,test__HURT__P17__45526766274740016-HURT.npz
aslcitizen,PLEASE,P18,11854818371036102-PLEASE,65,26,0.4,2.6,0.0,-0.4,LOW_HAND_RATE,test__PLEASE__P18__11854818371036102-PLEASE.npz
aslcitizen,SICK,P35,13944307146406487-SICK,55,22,0.4,1.84,0.0,-0.23,LOW_HAND_RATE,test__SICK__P35__13944307146406487-SICK.npz
aslcitizen,THANKYOU,P15,936211950052861-THANK YOU,70,28,0.4,2.33,0.0,-1.25,LOW_HAND_RATE,test__THANKYOU__P15__936211950052861-THANK YOU.npz
aslcitizen,WHY,P47,9178007741963472-WHY,75,30,0.4,2.91,0.0,0.11,LOW_HAND_RATE,test__WHY__P47__9178007741963472-WHY.npz
aslcitizen,WHY,P48,6217493782065597-WHY,65,26,0.4,2.17,0.0,0.68,LOW_HAND_RATE,test__WHY__P48__6217493782065597-WHY.npz
aslcitizen,DEAF,P14,07807851209534378-DEAF,80,32,0.4,2.67,0.0,0.02,LOW_HAND_RATE,train__DEAF__P14__07807851209534378-DEAF.npz
aslcitizen,NAME,P36,07550237967516482-NAME,60,24,0.4,1.97,0.0,-0.23,LOW_HAND_RATE,train__NAME__P36__07550237967516482-NAME.npz
aslcitizen,NO,P23,5309657970849855-NO,95,38,0.4,3.17,0.0,1.26,LOW_HAND_RATE,train__NO__P23__5309657970849855-NO.npz
aslcitizen,PAIN,P30,9407855177746578-PAIN,80,32,0.4,2.63,0.0,-0.59,LOW_HAND_RATE,train__PAIN__P30__9407855177746578-PAIN.npz
